car,6752
hyundai,6494
kia,6296
bmw,3682
toyota,2594
5,2298
like,2145
pontiac,1953
tl,1926
one,1848
would,1714
3,1650
dont,1644
get,1518
think,1434
sedan,1240
better,1152
drive,1140
im,1117
performance,1109
audi,1102
much,1086
new,1070
even,1048
acura,1014
people,1009
honda,1008
driving,954
good,952
well,945
really,898
lexus,879
know,875
best,866
luxury,864
want,848
also,847
still,757
say,753
rwd,739
2,735
series,733
330i,728
thats,722
engine,720
time,710
way,709
price,700
make,689
see,688
manual,654
infiniti,648
go,638
interior,632
buy,629
many,628
great,627
handling,596
nissan,595
could,590
fwd,587
going,581
back,577
test,573
years,571
awd,570
g,569
power,567
hp,557
right,552
6,542
ive,538
doesnt,536
less,524
cant,523
look,516
seat,514
take,506
sport,505
two,486
may,484
1,482
got,480
tires,477
never,474
subaru,472
point,472
feel,472
id,471
need,468
lot,463
different,461
sales,446
year,445
volkswagen,433
sure,431
thing,428
didnt,427
benz,425
mercedesbenz,425
problem,421
little,413
around,410
road,410
class,409
4,405
since,403
something,399
maybe,398
torque,393
first,392
every,390
cts,388
looking,384
difference,376
getting,373
coupe,372
believe,372
probably,371
last,368
another,364
fun,364
isnt,357
ill,355
speed,354
nice,352
agree,352
etc,351
actually,351
package,350
far,350
0,348
big,346
vehicle,343
l,338
long,331
snow,328
youre,327
value,326
mph,326
yes,325
driven,325
makes,324
fact,324
guess,323
drove,322
us,322
mb,321
though,321
might,319
find,319
without,315
opinion,315
enough,311
least,311
bad,310
real,309
gas,309
money,308
either,306
looks,304
vs,304
7,302
pretty,300
325i,299
things,299
auto,298
others,298
used,297
love,297
always,297
come,297
seems,295
dodge,294
ever,294
nothing,293
next,291
ford,291
miles,289
is350,289
sports,289
made,289
reliability,287
high,286
put,283
old,283
anyone,283
numbers,282
top,282
however,281
front,281
automatic,279
330,276
hard,276
anything,275
steering,275
almost,273
ride,269
brand,269
give,268
driver,266
yet,265
read,264
keep,264
course,264
60,264
end,260
quality,260
level,259
experience,258
transmission,258
vehicles,257
system,257
volvo,256
line,254
bit,254
day,253
post,252
is300,250
entry,250
bought,249
mpg,248
dealer,246
rear,246
fast,246
TRUE,246
mileage,246
model,245
based,241
quite,241
cost,240
market,239
wouldnt,237
use,237
drivers,234
able,233
talking,232
thought,231
comes,230
xtype,230
buying,229
small,225
world,224
comparison,222
else,221
mean,221
saab,220
wont,216
v6,216
reason,216
chevrolet,216
track,214
times,213
live,212
someone,211
wheels,211
faster,210
size,210
wheel,209
close,209
near,208
japanese,207
compared,206
discussion,206
pay,206
thanks,203
msrp,203
second,203
regardsshipo,202
worth,200
must,200
segment,199
theres,198
gets,198
tell,196
weight,195
styling,195
care,195
winter,194
choice,193
work,193
overall,190
everything,190
wrong,188
features,188
suspension,187
cd,186
p,185
matter,184
let,183
standard,183
acceleration,183
8,182
everyone,181
especially,181
e90,179
seem,178
c,178
try,175
rather,174
deal,173
lets,173
away,172
expensive,172
extra,171
ed,171
issue,171
seen,171
10,171
theyre,171
trying,170
design,170
5x,170
bmws,170
category,170
options,169
simply,169
owners,168
saying,167
number,167
compare,167
oh,167
engines,167
low,165
consider,165
yeah,164
felt,164
lease,164
current,163
ago,163
models,162
mind,162
leather,162
fine,162
found,161
part,161
2004,161
wanted,161
premium,160
available,160
fuel,159
set,159
steer,159
tranny,159
left,159
60,158
highway,158
sorry,157
unless,157
traffic,156
higher,156
done,155
side,155
es,154
question,153
sold,153
interesting,152
imo,151
change,151
although,151
sell,150
safety,150
already,150
turbo,150
buyers,150
tls,150
325,150
needs,149
understand,149
american,148
came,148
prefer,148
ctsv,148
wasnt,147
important,147
300,147
average,146
board,146
beat,145
enjoy,144
ing,144
roads,144
btw,143
check,142
30,141
gear,141
run,140
add,140
service,139
wife,139
place,139
given,139
three,139
months,138
certainly,138
comparing,138
definitely,138
option,137
plus,136
sti,136
making,135
days,135
anyway,135
german,135
turn,134
cr,134
wait,134
stick,134
lux,133
race,133
offer,133
month,132
case,132
bimmer,132
traction,132
control,132
went,132
equipped,131
type,131
edmunds,131
please,131
version,130
whole,130
stop,130
folks,130
similar,129
havent,129
hope,129
heard,129
e,128
v,128
smaller,128
cadillac,128
person,127
drives,127
couple,126
start,126
owned,126
remember,126
reliable,126
order,126
2005,126
porsche,125
14,125
factor,124
couldnt,124
exterior,124
happy,123
base,123
guys,123
mazda,123
means,122
chrysler,121
zhp,121
thinking,121
says,121
area,120
e46,119
dealers,119
style,119
decision,118
range,118
bigger,118
due,118
exactly,118
sound,117
coming,117
issues,117
personally,117
call,117
kind,116
considered,116
taking,116
street,115
gm,114
looked,114
help,114
guy,113
gs,113
30k,113
nav,112
excellent,112
several,112
forum,112
httpwww,112
warranty,112
fit,111
posts,111
goes,111
spend,111
ok,111
4,111
per,110
except,110
body,110
arent,110
loaded,110
whats,110
talk,110
sporty,110
9,109
seconds,109
example,109
clutch,109
6speed,109
jaguar,108
40k,108
brakes,108
european,108
show,108
youll,108
considering,107
pick,107
light,107
15,107
mention,107
soft,107
company,106
feels,106
personal,106
cheap,106
competition,106
opinions,106
