car,1212
hyundai,1055
kia,1027
bmw,546
toyota,454
5,389
3,337
tl,329
like,301
one,289
get,268
dont,259
pontiac,257
performance,244
audi,238
would,236
honda,219
think,215
better,211
much,206
say,203
xtype,194
even,193
well,192
sedan,186
rwd,184
also,181
people,177
im,165
fwd,164
good,159
test,151
drive,149
know,146
want,145
best,145
2,143
330i,143
g,141
time,140
new,138
acura,138
really,126
0,123
driving,123
series,119
many,118
value,117
6,115
see,113
way,113
class,113
go,110
handling,108
make,106
buy,106
price,105
1,101
nissan,101
right,96
benz,96
mercedesbenz,96
doesnt,96
infiniti,94
manual,94
point,93
is300,93
could,92
less,92
sport,92
cant,92
awd,91
every,91
engine,91
great,90
mph,89
different,89
take,88
ive,87
still,86
problem,86
years,83
volkswagen,83
look,83
4,82
thats,80
believe,80
may,79
sales,78
read,78
since,78
power,77
id,77
two,76
difference,75
jaguar,74
luxury,74
7,74
seat,74
got,73
etc,71
another,71
comparison,71
going,70
330,70
little,70
fun,70
top,70
sure,70
never,69
road,69
around,68
money,68
isnt,68
year,66
lot,66
actually,66
interior,66
hp,65
torque,65
feel,65
ill,64
speed,64
ford,64
hard,64
automatic,64
driver,62
nice,62
something,62
agree,61
makes,61
back,61
almost,60
weight,59
thing,59
tires,58
things,58
used,58
bad,58
numbers,58
others,58
vehicle,57
ever,57
however,57
lexus,57
nothing,56
opinion,55
system,55
put,55
vs,55
long,55
getting,55
us,53
need,53
based,53
line,52
v6,52
first,52
find,52
auto,52
without,52
steering,51
60,51
maybe,51
track,51
either,51
60,51
coupe,51
might,51
fact,50
lease,50
prestige,50
love,49
high,49
market,49
vehicles,49
come,49
sold,49
cr,48
worth,48
l,48
wheels,48
real,48
didnt,48
else,48
mean,48
driven,48
sports,48
always,47
use,47
looking,47
anyone,47
owners,46
pretty,46
times,46
lets,46
jag,45
front,45
keep,45
10,45
talking,45
last,44
loaded,44
model,44
far,44
cost,43
comes,43
compare,43
acceleration,43
tests,43
though,43
325i,43
old,42
convertible,42
yes,42
faster,42
looks,42
transmission,41
cd,41
ride,41
14,41
8,41
made,41
volvo,40
buyers,40
subaru,40
everything,40
says,40
someone,40
example,39
secs,39
least,39
gear,39
snow,39
tested,38
compared,38
size,38
give,38
expensive,38
day,38
s4,37
world,37
package,37
buying,37
guess,37
engines,37
chevrolet,37
seen,37
yet,37
2004,37
end,37
overall,37
edmunds,36
reason,36
mind,36
mile,36
enough,36
important,36
must,36
rather,36
c,36
came,35
tls,35
standard,35
post,35
TRUE,35
article,35
benchmark,35
near,35
pay,35
everyone,35
bit,35
theres,35
check,35
riez,35
space,35
traffic,34
extra,34
reliability,34
japanese,34
gas,34
big,34
2002,34
wanted,34
platform,34
gets,34
second,33
models,33
anything,33
start,33
traction,33
seem,33
points,33
15,33
mb,33
bought,33
european,32
experience,32
rear,32
issue,32
quite,32
nav,32
question,32
results,31
xtypes,31
away,31
quality,31
dodge,31
drivers,31
enjoy,31
pkg,31
available,31
probably,30
sorry,30
tell,30
reviews,30
miles,30
add,30
goes,30
course,29
past,29
next,29
es,29
braking,29
matter,29
seconds,29
u,29
excellent,29
serious,29
oh,29
options,29
v,29
9,29
magazines,28
choice,28
factor,28
ing,28
wheel,28
wont,28
drove,28
leather,28
able,28
fuel,28
type,28
show,28
unless,28
residuals,28
although,28
mazda,28
level,28
higher,28
wrong,27
2001,27
steer,27
work,27
change,27
live,27
fully,27
e,27
anyway,27
youre,27
deal,27
especially,27
premium,27
comparing,27
entry,27
review,27
light,27
suspension,26
cts,26
manufacturers,26
trying,26
feels,26
went,26
rating,26
z,26
kd,26
styling,26
beat,26
seems,26
range,26
fast,26
motor,26
saying,25
try,25
number,25
whole,25
roads,25
thanks,25
board,25
cannot,25
trunk,25
american,25
subjective,25
simply,25
brand,25
ones,25
let,24
btw,24
yeah,24
ferrari,24
notice,24
low,24
fine,24
2003,24
tranny,24
thought,24
x,24
plus,24
due,24
category,24
service,23
bimmer,23
dealer,23
takes,23
close,23
including,23
chrysler,23
lsd,23
drivetrain,23
30,23
mention,23
325,23
40k,23
msrp,23
feet,23
press,23
note,22
equipped,22
found,22
h,22
hand,22
heard,22
base,22
mentioned,22
4,22
making,22
guys,22
paid,22
sound,22
50,22
bmws,22
ok,22
opinions,21
happy,21
straight,21
owner,21
segment,21
hope,21
youll,21
usually,21
remember,21
transmissions,21
thinking,21
behind,21
forget,21
done,21
saab,21
small,21
r,21
cheap,21
paying,21
